"id","tag_id","tag_name","tag_description","value_representation"
357,"(3008,0076)","CalculatedDoseReferenceDoseValue","Calculated Dose Reference Dose Value","DS"
358,"(3008,0072)","CalculatedDoseReferenceNumber","Calculated Dose Reference Number","IS"
359,"(3008,0070)","CalculatedDoseReferenceSequence","Calculated Dose Reference Sequence","SQ"
360,"(0008,1162)","CalculatedFrameList","Calculated Frame List","UL"
361,"(0018,2044)","CalculatedTargetPosition","Calculated Target Position","FL"
362,"(0054,0306)","CalibrationDataSequence","Calibration Data Sequence","SQ"
363,"(0014,407E)","CalibrationDate","Calibration Date","DA"
364,"(0050,0004)","CalibrationImage","Calibration Image","CS"
365,"(0014,3099)","CalibrationNotes","Calibration Notes","LT"
366,"(0014,4072)","CalibrationProcedure","Calibration Procedure","ST"
367,"(0018,9455)","CalibrationSequence","Calibration Sequence","SQ"
368,"(0014,4070)","CalibrationSettingsSequence","Calibration Settings Sequence","SQ"
369,"(0014,407C)","CalibrationTime","Calibration Time","TM"
370,"(0022,001E)","CameraAngleOfView","Camera Angle of View","FL"
371,"(0018,9169)","CardiacBeatRejectionTechnique","Cardiac Beat Rejection Technique","CS"
372,"(0018,9236)","CardiacCyclePosition","Cardiac Cycle Position","CS"
373,"(0018,1064)","CardiacFramingType","Cardiac Framing Type","LO"
374,"(0018,1090)","CardiacNumberOfImages","Cardiac Number of Images","IS"
375,"(0018,9070)","CardiacRRIntervalSpecified","Cardiac R-R Interval Specified","FD"
376,"(0018,9085)","CardiacSignalSource","Cardiac Signal Source","CS"
377,"(0018,9118)","CardiacSynchronizationSequence","Cardiac Synchronization Sequence","SQ"
378,"(0018,9037)","CardiacSynchronizationTechnique","Cardiac Synchronization Technique","CS"
379,"(4010,1058)","CarrierID","Carrier ID","SH"
380,"(4010,1059)","CarrierIDAssigningAuthority","Carrier ID Assigning Authority","CS"
381,"(0018,1007)","CassetteID","Cassette ID","LO"
382,"(0018,1402)","CassetteOrientation","Cassette Orientation","CS"
383,"(0018,1403)","CassetteSize","Cassette Size","CS"
384,"(0024,0055)","CatchTrialsDataFlag","Catch Trials Data Flag","CS"
385,"(0052,0031)","CatheterDirectionOfRotation","Catheter Direction of Rotation","CS"
386,"(0052,0013)","CatheterRotationalRate","Catheter Rotational Rate","FD"
387,"(0018,1710)","CenterOfCircularCollimator","Center of Circular Collimator","IS"
388,"(0018,9440)","CenterOfCircularExposureControlSensingRegion","Center of Circular Exposure Control Sensing Region","SS"
389,"(0018,1610)","CenterOfCircularShutter","Center of Circular Shutter","IS"
390,"(4010,101B)","CenterOfMass","Center of Mass","FL"
391,"(4010,101C)","CenterOfPTO","Center of PTO","FL"
392,"(0066,001C)","CenterOfRotation","Center of Rotation","FL"
393,"(0018,1145)","CenterOfRotationOffset","Center of Rotation Offset","DS"
394,"(0400,0115)","CertificateOfSigner","Certificate of Signer","OB"
395,"(0400,0110)","CertificateType","Certificate Type","CS"
396,"(0400,0310)","CertifiedTimestamp","Certified Timestamp","OB"
397,"(0400,0305)","CertifiedTimestampType","Certified Timestamp Type","CS"
398,"(003A,0213)","ChannelBaseline","Channel Baseline","DS"
399,"(003A,0200)","ChannelDefinitionSequence","Channel Definition Sequence","SQ"
400,"(003A,020C)","ChannelDerivationDescription","Channel Derivation Description","LO"
401,"(0022,001A)","ChannelDescriptionCodeSequence","Channel Description Code Sequence","SQ"
402,"(003A,0242)","ChannelDisplaySequence","Channel Display Sequence","SQ"
403,"(003A,0301)","ChannelIdentificationCode","Channel Identification Code","IS"
404,"(003A,0203)","ChannelLabel","Channel Label","SH"
405,"(300A,0284)","ChannelLength","Channel Length","DS"
406,"(5400,0112)","ChannelMaximumValue","Channel Maximum Value","OB or OW"
407,"(5400,0110)","ChannelMinimumValue","Channel Minimum Value","OB or OW"
408,"(003A,0302)","ChannelMode","Channel Mode","CS"
409,"(300A,0282)","ChannelNumber","Channel Number","IS"
410,"(003A,0218)","ChannelOffset","Channel Offset","DS"
411,"(0014,409F)","ChannelOverlap","Channel Overlap","DS"
412,"(003A,0245)","ChannelPosition","Channel Position","FL"
413,"(003A,0244)","ChannelRecommendedDisplayCIELabValue","Channel Recommended Display CIE​Lab Value","US"
414,"(003A,0215)","ChannelSampleSkew","Channel Sample Skew","DS"
415,"(003A,0210)","ChannelSensitivity","Channel Sensitivity","DS"
416,"(003A,0212)","ChannelSensitivityCorrectionFactor","Channel Sensitivity Correction Factor","DS"
417,"(003A,0211)","ChannelSensitivityUnitsSequence","Channel Sensitivity Units Sequence","SQ"
418,"(300A,0280)","ChannelSequence","Channel Sequence","SQ"
419,"(0014,4091)","ChannelSettingsSequence","Channel Settings Sequence","SQ"
420,"(300A,02B3)","ChannelShieldID","Channel Shield ID","SH"
421,"(300A,02B4)","ChannelShieldName","Channel Shield Name","LO"
422,"(300A,02B8)","ChannelShieldNominalThickness","Channel Shield Nominal Thickness","DS"
423,"(300A,02BA)","ChannelShieldNominalTransmission","Channel Shield Nominal Transmission","DS"
424,"(300A,02B2)","ChannelShieldNumber","Channel Shield Number","IS"
425,"(300A,02B0)","ChannelShieldSequence","Channel Shield Sequence","SQ"
426,"(003A,0209)","ChannelSourceModifiersSequence","Channel Source Modifiers Sequence","SQ"
427,"(003A,0208)","ChannelSourceSequence","Channel Source Sequence","SQ"
428,"(003A,0205)","ChannelStatus","Channel Status","CS"
429,"(0014,4092)","ChannelThreshold","Channel Threshold","DS"
430,"(003A,0214)","ChannelTimeSkew","Channel Time Skew","DS"
431,"(300A,0286)","ChannelTotalTime","Channel Total Time","DS"
432,"(0046,0042)","ChannelWidth","Channel Width","FD"
433,"(0018,9196)","ChemicalShiftMaximumIntegrationLimitInHz","Chemical Shift Maximum Integration Limit in Hz","FD"
434,"(0018,9296)","ChemicalShiftMaximumIntegrationLimitInppm","Chemical Shift Maximum Integration Limit in ppm","FD"
435,"(0018,9195)","ChemicalShiftMinimumIntegrationLimitInHz","Chemical Shift Minimum Integration Limit in Hz","FD"
436,"(0018,9295)","ChemicalShiftMinimumIntegrationLimitInppm","Chemical Shift Minimum Integration Limit in ppm","FD"
437,"(0018,9053)","ChemicalShiftReference","Chemical Shift Reference","FD"
438,"(0018,9084)","ChemicalShiftSequence","Chemical Shift Sequence","SQ"
439,"(0018,0040)","CineRate","Cine Rate","IS"
440,"(0072,0330)","CineRelativeToRealTime","Cine Relative to Real-Time","FD"
441,"(0012,0060)","ClinicalTrialCoordinatingCenterName","Clinical Trial Coordinating Center Name","LO"
442,"(0012,0082)","ClinicalTrialProtocolEthicsCommitteeApprovalNumber","Clinical Trial Protocol Ethics Committee Approval Number","LO"
443,"(0012,0081)","ClinicalTrialProtocolEthicsCommitteeName","Clinical Trial Protocol Ethics Committee Name","LO"
444,"(0012,0020)","ClinicalTrialProtocolID","Clinical Trial Protocol ID","LO"
445,"(0012,0021)","ClinicalTrialProtocolName","Clinical Trial Protocol Name","LO"
446,"(0012,0072)","ClinicalTrialSeriesDescription","Clinical Trial Series Description","LO"
447,"(0012,0071)","ClinicalTrialSeriesID","Clinical Trial Series ID","LO"
448,"(0012,0030)","ClinicalTrialSiteID","Clinical Trial Site ID","LO"
449,"(0012,0031)","ClinicalTrialSiteName","Clinical Trial Site Name","LO"
450,"(0012,0010)","ClinicalTrialSponsorName","Clinical Trial Sponsor Name","LO"
451,"(0012,0040)","ClinicalTrialSubjectID","Clinical Trial Subject ID","LO"
452,"(0012,0042)","ClinicalTrialSubjectReadingID","Clinical Trial Subject Reading ID","LO"
453,"(0012,0051)","ClinicalTrialTimePointDescription","Clinical Trial Time Point Description","ST"
454,"(0012,0050)","ClinicalTrialTimePointID","Clinical Trial Time Point ID","LO"
455,"(0068,63A4)","CoatingMaterialsCodeSequence","Coating Materials Code Sequence","SQ"
456,"(0028,08x0)","CodeLabel","Code Label","CS"
457,"(0008,0104)","CodeMeaning","Code Meaning","LO"
458,"(0028,0740)","CodeNumberFormat","Code Number Format","US"
459,"(0028,08x3)","CodeTableLocation","Code Table Location","AT"
460,"(0008,0100)","CodeValue","Code Value","SH"
461,"(0008,0102)","CodingSchemeDesignator","Coding Scheme Designator","SH"
462,"(0008,0114)","CodingSchemeExternalID","Coding Scheme External ID","ST"
463,"(0008,0110)","CodingSchemeIdentificationSequence","Coding Scheme Identification Sequence","SQ"
464,"(0008,0115)","CodingSchemeName","Coding Scheme Name","ST"
465,"(0008,0112)","CodingSchemeRegistry","Coding Scheme Registry","LO"
466,"(0008,0116)","CodingSchemeResponsibleOrganization","Coding Scheme Responsible Organization","ST"
467,"(0008,010C)","CodingSchemeUID","Coding Scheme UID","UI"
468,"(0008,0103)","CodingSchemeVersion","Coding Scheme Version","SH"
469,"(0028,04x2)","CoefficientCoding","Coefficient Coding","LO"
470,"(0028,04x3)","CoefficientCodingPointers","Coefficient Coding Pointers","AT"
471,"(7FE0,0040)","CoefficientsSDDN","Coefficients SDDN","OW"
472,"(7FE0,0030)","CoefficientsSDHN","Coefficients SDHN","OW"
473,"(7FE0,0020)","CoefficientsSDVN","Coefficients SDVN","OW"
474,"(0054,1210)","CoincidenceWindowWidth","Coincidence Window Width","DS"
475,"(2000,0063)","CollationFlag","Collation Flag","CS"
476,"(0018,1180)","CollimatorGridName","Collimator/grid Name","SH"
477,"(0018,1702)","CollimatorLeftVerticalEdge","Collimator Left Vertical Edge","IS"
478,"(0018,1708)","CollimatorLowerHorizontalEdge","Collimator Lower Horizontal Edge","IS"
479,"(0018,1704)","CollimatorRightVerticalEdge","Collimator Right Vertical Edge","IS"
480,"(0018,1700)","CollimatorShape","Collimator Shape","CS"
481,"(0018,9407)","CollimatorShapeSequence","Collimator Shape Sequence","SQ"
482,"(0018,1181)","CollimatorType","Collimator Type","CS"
483,"(0018,1706)","CollimatorUpperHorizontalEdge","Collimator Upper Horizontal Edge","IS"
484,"(2000,0062)","ColorImagePrintingFlag","Color Image Printing Flag","CS"
485,"(0018,1450)","ColumnAngulation","Column Angulation","DS"
486,"(0018,9447)","ColumnAngulationPatient","Column Angulation (Patient)","FL"
487,"(0028,0094)","ColumnOverlap","Column Overlap","US"
488,"(0048,021E)","ColumnPositionInTotalImagePixelMatrix","Column Position In Total Image Pixel Matrix","SL"
489,"(0028,0011)","Columns","Columns","US"
490,"(0028,04x1)","ColumnsForNthOrderCoefficients","Columns For Nth Order Coefficients","US"
491,"(0024,0044)","CommentsOnPatientPerformanceOfVisualField","Comments on Patient's Performance of Visual Field","LT"
492,"(0040,0310)","CommentsOnRadiationDose","Comments on Radiation Dose","ST"
493,"(0040,0280)","CommentsOnThePerformedProcedureStep","Comments on the Performed Procedure Step","ST"
494,"(0040,0400)","CommentsOnTheScheduledProcedureStep","Comments on the Scheduled Procedure Step","LT"
495,"(300A,02E5)","CompensatorColumnOffset","Compensator Column Offset","FL"
496,"(300A,00E8)","CompensatorColumns","Compensator Columns","IS"
497,"(300A,02EB)","CompensatorDescription","Compensator Description","LT"
498,"(300A,02E0)","CompensatorDivergence","Compensator Divergence","CS"
499,"(300A,00E5)","CompensatorID","Compensator ID","SH"
500,"(300A,02E8)","CompensatorMillingToolDiameter","Compensator Milling Tool Diameter","FL"
501,"(300A,02E1)","CompensatorMountingPosition","Compensator Mounting Position","CS"
502,"(300A,00E4)","CompensatorNumber","Compensator Number","IS"
503,"(300A,00E9)","CompensatorPixelSpacing","Compensator Pixel Spacing","DS"
504,"(300A,00EA)","CompensatorPosition","Compensator Position","DS"
505,"(300A,02E7)","CompensatorRelativeStoppingPowerRatio","Compensator Relative Stopping Power Ratio","FL"
506,"(300A,00E7)","CompensatorRows","Compensator Rows","IS"
507,"(300A,00E3)","CompensatorSequence","Compensator Sequence","SQ"
508,"(300A,00EC)","CompensatorThicknessData","Compensator Thickness Data","DS"
509,"(300A,00EB)","CompensatorTransmissionData","Compensator Transmission Data","DS"
510,"(300A,00EF)","CompensatorTrayID","Compensator Tray ID","SH"
511,"(300A,00EE)","CompensatorType","Compensator Type","CS"
512,"(0040,A491)","CompletionFlag","Completion Flag","CS"
513,"(0040,A492)","CompletionFlagDescription","Completion Flag Description","LO"
514,"(0008,9208)","ComplexImageComponent","Complex Image Component","CS"
515,"(0076,0070)","Component1ReferencedID","Component 1 Referenced ID","US"
516,"(0076,0090)","Component1ReferencedMatingFeatureID","Component 1 Referenced Mating Feature ID","US"
517,"(0076,0080)","Component1ReferencedMatingFeatureSetID","Component 1 Referenced Mating Feature Set ID","US"
518,"(0076,00A0)","Component2ReferencedID","Component 2 Referenced ID","US"
519,"(0076,00C0)","Component2ReferencedMatingFeatureID","Component 2 Referenced Mating Feature ID","US"
520,"(0076,00B0)","Component2ReferencedMatingFeatureSetID","Component 2 Referenced Mating Feature Set ID","US"
521,"(0076,0060)","ComponentAssemblySequence","Component Assembly Sequence","SQ"
522,"(0076,0055)","ComponentID","Component ID","US"
523,"(0014,0028)","ComponentManufacturer","Component Manufacturer","ST"
524,"(0014,0025)","ComponentManufacturingProcedure","Component Manufacturing Procedure","ST"
525,"(0014,0024)","ComponentReferenceSystem","Component Reference System","ST"
526,"(0076,0040)","ComponentSequence","Component Sequence","SQ"
527,"(0014,0050)","ComponentShape","Component Shape","CS"
528,"(0076,0034)","ComponentTypeCodeSequence","Component Type Code Sequence","CS"
529,"(0076,0032)","ComponentTypesSequence","Component Types Sequence","SQ"
530,"(0070,0226)","CompoundGraphicInstanceID","Compound Graphic Instance ID","UL"
531,"(0070,0209)","CompoundGraphicSequence","Compound Graphic Sequence","SQ"
532,"(0070,0294)","CompoundGraphicType","Compound Graphic Type","CS"
533,"(0070,0282)","CompoundGraphicUnits","Compound Graphic Units","CS"
534,"(0028,0060)","CompressionCode","Compression Code","CS"
535,"(0028,0063)","CompressionDescription","Compression Description","SH"
536,"(0018,11A2)","CompressionForce","Compression Force","DS"
537,"(0028,0062)","CompressionLabel","Compression Label","LO"
538,"(0028,0061)","CompressionOriginator","Compression Originator","SH"
539,"(0028,005F)","CompressionRecognitionCode","Compression Recognition Code","LO"
540,"(0028,0065)","CompressionSequence","Compression Sequence","CS"
541,"(0028,0066)","CompressionStepPointers","Compression Step Pointers","AT"
542,"(0020,9228)","ConcatenationFrameOffsetNumber","Concatenation Frame Offset Number","UL"
543,"(0020,9161)","ConcatenationUID","Concatenation UID","UI"
544,"(0040,A168)","ConceptCodeSequence","Concept Code Sequence","SQ"
545,"(0040,A043)","ConceptNameCodeSequence","Concept Name Code Sequence","SQ"
546,"(0048,0111)","CondenserLensPower","Condenser Lens Power","DS"
547,"(0040,1008)","ConfidentialityCode","Confidentiality Code","LO"
548,"(0040,3001)","ConfidentialityConstraintOnPatientDataDescription","Confidentiality Constraint on Patient Data Description","LO"
549,"(2010,0150)","ConfigurationInformation","Configuration Information","ST"
550,"(2010,0152)","ConfigurationInformationDescription","Configuration Information Description","LT"
551,"(0012,0083)","ConsentForClinicalTrialUseSequence","Consent for Clinical Trial Use Sequence","SQ"
552,"(0012,0085)","ConsentForDistributionFlag","Consent for Distribution Flag","CS"
553,"(0018,9333)","ConstantVolumeFlag","Constant Volume Flag","CS"
554,"(300A,0021)","ConstraintWeight","Constraint Weight","DS"
555,"(0074,100c)","ContactDisplayName","Contact Display Name","LO"
556,"(0074,100a)","ContactURI","Contact URI","ST"
557,"(0050,001E)","ContainerComponentDescription","Container Component Description","LO"
558,"(0050,001D)","ContainerComponentDiameter","Container Component Diameter","FD"
559,"(0050,001B)","ContainerComponentID","Container Component ID","LO"
560,"(0050,001C)","ContainerComponentLength","Container Component Length","FD"
561,"(0050,001A)","ContainerComponentMaterial","Container Component Material","CS"
562,"(0040,0520)","ContainerComponentSequence","Container Component Sequence","SQ"
563,"(0050,0013)","ContainerComponentThickness","Container Component Thickness","FD"
564,"(0050,0012)","ContainerComponentTypeCodeSequence","Container Component Type Code Sequence","SQ"
565,"(0050,0015)","ContainerComponentWidth","Container Component Width","FD"
566,"(0040,051A)","ContainerDescription","Container Description","LO"
567,"(0040,0512)","ContainerIdentifier","Container Identifier","LO"
568,"(0040,0518)","ContainerTypeCodeSequence","Container Type Code Sequence","SQ"
569,"(0070,0086)","ContentCreatorIdentificationCodeSequence","Content Creator's Identification Code Sequence","SQ"
570,"(0070,0084)","ContentCreatorName","Content Creator's Name","PN"
571,"(0008,0023)","ContentDate","Content Date","DA"
572,"(0070,0081)","ContentDescription","Content Description","LO"
573,"(0040,0441)","ContentItemModifierSequence","Content Item Modifier Sequence","SQ"
574,"(0070,0080)","ContentLabel","Content Label","CS"
575,"(0018,9004)","ContentQualification","Content Qualification","CS"
576,"(0040,A730)","ContentSequence","Content Sequence","SQ"
577,"(0040,A504)","ContentTemplateSequence","Content Template Sequence","SQ"
578,"(0008,0033)","ContentTime","Content Time","TM"
579,"(0008,010D)","ContextGroupExtensionCreatorUID","Context Group Extension Creator UID","UI"
580,"(0008,010B)","ContextGroupExtensionFlag","Context Group Extension Flag","CS"
581,"(0008,0107)","ContextGroupLocalVersion","Context Group Local Version","DT"
582,"(0008,0106)","ContextGroupVersion","Context Group Version","DT"
583,"(0008,010F)","ContextIdentifier","Context Identifier","CS"
584,"(0008,0117)","ContextUID","Context UID","UI"
585,"(0074,0121)","ContinuationEndMeterset","Continuation End Meterset","FD"
586,"(0074,0120)","ContinuationStartMeterset","Continuation Start Meterset","FD"
587,"(0040,A050)","ContinuityOfContent","Continuity Of Content","CS"
588,"(3006,0050)","ContourData","Contour Data","DS"
589,"(3006,0042)","ContourGeometricType","Contour Geometric Type","CS"
590,"(3006,0016)","ContourImageSequence","Contour Image Sequence","SQ"
591,"(3006,0048)","ContourNumber","Contour Number","IS"
592,"(3006,0045)","ContourOffsetVector","Contour Offset Vector","DS"
593,"(3006,0040)","ContourSequence","Contour Sequence","SQ"
594,"(3006,0044)","ContourSlabThickness","Contour Slab Thickness","DS"
595,"(0070,0312)","ContourUncertaintyRadius","Contour Uncertainty Radius","FD"
